"price","mileage","tax","mpg","age","model","transmission","fuelType","manufacturer","model_collapsed","engineSize_int"
17490,16999,145,44.1,2,"T-Roc","Manual","Petrol","VW","T-Roc","[0.0,1.5)"
22990,3831,145,49.6,1,"T-Roc","Semi-Auto","Diesel","VW","T-Roc","[1.8,2.1)"
20990,6000,145,50.4,1,"T-Roc","Manual","Diesel","VW","T-Roc","[1.5,1.8)"
23490,6000,145,50.4,1,"T-Roc","Manual","Diesel","VW","T-Roc","[1.5,1.8)"
37145,5000,145,32.5,0,"T-Roc","Semi-Auto","Petrol","VW","T-Roc","[1.8,2.1)"
20330,6955,145,50.4,1,"T-Roc","Manual","Diesel","VW","T-Roc","[1.5,1.8)"
19990,18297,150,53.3,2,"T-Roc","Manual","Petrol","VW","T-Roc","[1.5,1.8)"
21495,500,145,42.2,0,"T-Roc","Manual","Petrol","VW","T-Roc","[1.5,1.8)"
19990,5000,145,42.2,1,"T-Roc","Manual","Petrol","VW","T-Roc","[1.5,1.8)"
21495,14521,150,42.2,2,"T-Roc","Manual","Petrol","VW","T-Roc","[1.5,1.8)"
23795,4000,150,42.2,0,"T-Roc","Manual","Petrol","VW","T-Roc","[1.5,1.8)"
17995,12000,150,55.4,2,"T-Roc","Manual","Petrol","VW","T-Roc","[0.0,1.5)"
17495,23000,145,55.4,2,"T-Roc","Manual","Petrol","VW","T-Roc","[0.0,1.5)"
32999,5457,145,32.5,1,"T-Roc","Automatic","Petrol","VW","T-Roc","[1.8,2.1)"
18950,3000,145,50.4,1,"T-Roc","Manual","Diesel","VW","T-Roc","[1.5,1.8)"
20450,8450,145,50.4,1,"T-Roc","Automatic","Diesel","VW","T-Roc","[1.8,2.1)"
21399,7500,145,53.3,2,"T-Roc","Manual","Petrol","VW","T-Roc","[1.5,1.8)"
17780,11947,150,55.4,2,"T-Roc","Manual","Petrol","VW","T-Roc","[0.0,1.5)"
24469,12540,145,39.8,1,"T-Roc","Automatic","Petrol","VW","T-Roc","[1.5,1.8)"
17490,18999,150,44.1,2,"T-Roc","Manual","Petrol","VW","T-Roc","[0.0,1.5)"
19490,6252,145,53.3,2,"T-Roc","Manual","Petrol","VW","T-Roc","[1.5,1.8)"
17307,16884,150,55.4,2,"T-Roc","Manual","Petrol","VW","T-Roc","[0.0,1.5)"
26000,1000,145,49.6,1,"T-Roc","Automatic","Diesel","VW","T-Roc","[1.8,2.1)"
20927.4960973586,23727.2820683617,118.191197801911,53.4296143934607,2.8717461237252,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
20927.4960973586,23727.2820683617,118.191197801911,53.4296143934607,2.8717461237252,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
16290,14821,145,44.8,1,"Golf","Automatic","Petrol","VW","Golf","[0.0,1.5)"
23799,8725,145,37.7,2,"Golf","Automatic","Petrol","VW","Golf","[1.8,2.1)"
16498,44060,145,47.1,3,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
10995,73091,20,67.3,6,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
19985,20283,145,47.1,3,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
10698,38357,30,53.3,5,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
9495,25391,0,68.9,5,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
20995,50,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
16498,55112,30,62.8,4,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
12995,19700,20,58.9,4,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
14995,18022,145,55.4,3,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
13995,24900,145,61.4,3,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
14498,41695,20,67.3,5,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
13690,18560,20,58.9,3,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
17295,57097,200,39.8,5,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
11995,20665,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
15995,34055,20,67.3,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
26999,10008,145,32.8,1,"Golf","Automatic","Petrol","VW","Golf","[1.8,2.1)"
24999,21420,145,39.8,3,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
13195,20408,30,53.3,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
14750,67978,20,67.3,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
14998,39981,20,67.3,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
18998,10,145,55.4,1,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
18298,3592,145,43.5,2,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
12498,22895,30,53.3,4,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
7498,72447,125,53.3,7,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
21995,4000,145,55.4,1,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
12498,31256,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
7298,58791,30,57.6,6,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
21998,10,150,47.9,0,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
20498,10,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
11498,21305,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
19998,9,145,62.8,1,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
9998,60665,30,58.9,6,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
16498,45063,200,39.8,5,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
17298,6399,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
12298,16921,0,74.3,3,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
17298,10787,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
8298,27891,30,53.3,7,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
22998,18843,150,37.2,1,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
18495,34930,20,67.3,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
12495,24943,30,53.3,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
19998,15,145,62.8,1,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
29995,3569,145,32.8,0,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
9998,57395,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
13295,32700,20,68.9,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
15450,4075,150,57.7,1,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
14789,14811,145,67.3,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
11950,31900,145,55.4,2,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
9450,55500,0,68.9,5,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
9489,22341,125,53.3,6,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
16989,41364,145,60.1,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
24989,5613,145,37.7,1,"Golf","Automatic","Petrol","VW","Golf","[1.8,2.1)"
7495,54282,125,53.3,7,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
10700,17799,145,47.9,5,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
27989,12648,145,39.8,2,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
16489,37474,30,62.8,4,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
10795,57594,20,68.9,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
14998,17464,145,49.6,1,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
11227,36676,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
9020,28041,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
17298,5673,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
17298,7237,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
16289,37474,30,62.8,4,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
7960,56122,30,62.8,7,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
19798,7,150,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
8998,72079,20,68.9,6,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
10998,48023,30,53.3,4,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
16698,22927,20,67.3,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
15995,29517,145,47.1,4,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
30498,15,150,32.8,0,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
18798,10378,145,52.3,1,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
17298,11149,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
12991,25567,0,74.3,3,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
15000,35746,20,67.3,5,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
13791,21906,30,53.3,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
12791,36584,30,53.3,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
11650,28700,30,53.3,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
22491,4000,145,52.3,1,"Golf","Automatic","Diesel","VW","Golf","[1.8,2.1)"
10650,19184,30,53.3,5,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
12995,36772,145,61.4,3,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
16950,30532,20,67.3,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
7990,67387,0,74.3,5,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
14995,33111,125,58.9,3,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
13990,41495,20,67.3,5,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
21550,99,145,53.3,1,"Golf","Automatic","Diesel","VW","Golf","[1.8,2.1)"
19995,99,145,54.3,0,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
18995,99,145,57.7,0,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
9995,44014,30,53.3,5,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
12495,44723,145,61.4,3,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
12298,38206,20,58.9,3,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
14998,14766,20,60.1,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
13995,11020,145,57.7,1,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
14995,17011,145,57.7,1,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
18298,12255,145,55.4,2,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
11991,25976,30,53.3,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
18995,4000,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
15995,50114,20,67.3,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
15500,33614,20,67.3,5,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
15190,58266,30,62.8,4,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
10995,23351,30,53.3,5,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
17490,2899,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
8595,40400,30,62.8,7,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
16399,39234,20,67.3,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
12995,63254,20,67.3,6,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
16730,20011,20,67.3,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
18995,5011,145,57.7,0,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
18995,5017,145,57.7,0,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
19499,9563,145,54.3,1,"Golf","Automatic","Diesel","VW","Golf","[1.5,1.8)"
24964,3100,145,62.8,0,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
21965,100,150,49.6,0,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
19965,28000,205,39.8,4,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
16798,32251,20,67.3,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
19698,22831,205,39.8,5,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
19995,3000,145,46.3,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
20499,2501,145,44.1,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
21299,3501,145,47.9,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
11495,30000,30,53.3,5,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
16990,40806,200,39.8,5,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
11499,15890,20,61.4,3,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
10899,55058,0,65.7,4,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
14395,21162,145,55.4,3,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
17495,9947,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
8399,38282,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
10390,44401,30,53.3,5,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
8799,42000,0,74.3,5,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
24699,176,150,47.1,0,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
11750,37259,20,58.9,3,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
11498,33955,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
18490,21495,150,56.5,3,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
20995,3852,145,43.5,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
22490,100,145,45.6,0,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
20450,13300,145,60.1,2,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
17498,8360,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
9841,37977,0,68.9,5,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
13495,11053,145,54.3,3,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
11702,51202,30,62.8,4,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
21683,2905,145,47.9,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
17564,8684,145,45.6,1,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
15932,24879,30,58.9,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
16491,13761,150,67.3,2,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
16991,24647,20,67.3,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
18006,15342,145,47.1,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
20995,899,145,47.1,0,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
11090,43380,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
12090,67239,20,67.3,5,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
19022,27474,200,39.8,4,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
27640,11379,145,36.2,1,"Golf","Automatic","Petrol","VW","Golf","[1.8,2.1)"
11292,72620,145,54.3,3,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
18750,3835,145,49.6,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
16054,9758,145,57.7,1,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
18995,34879,200,39.8,6,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
14991,17902,150,58.9,2,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
18150,6000,145,44.8,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
17900,9500,145,52.3,1,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
12991,31745,145,54.3,3,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
12844,11572,145,49.6,1,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
13416,13398,145,49.6,2,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
13570,50624,20,67.3,5,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
17217,10230,145,52.3,1,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
20687,10324,145,45.6,1,"Golf","Automatic","Petrol","VW","Golf","[1.5,1.8)"
25726,11967,145,37.7,1,"Golf","Automatic","Petrol","VW","Golf","[1.8,2.1)"
14961,23967,150,55.4,3,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
16751,15223,145,54.3,1,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
20830,9899,145,45.6,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
21899,3698,145,45.6,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
20990,11,145,62.8,1,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
26525,4990,145,44.8,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
9231,54324,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
13241,20701,0,74.3,3,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
28436,8232,145,32.8,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
22990,727,145,45.6,0,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
18990,3800,145,49.6,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
11450,24557,0,74.3,4,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
14391,41987,145,47.1,6,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
18891,5934,145,43.5,2,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
13530,16880,145,54.3,3,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
14995,17964,145,54.3,3,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
13991,12746,30,54.3,3,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
11992,36312,20,58.9,4,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
25500,10200,145,39.8,2,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
14491,17080,145,58.9,2,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
17499,8755,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
19495,37225,135,52.2534072446761,3,"Golf","Semi-Auto","Hybrid","VW","Golf","[0.0,1.5)"
17090,26120,145,47.1,3,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
14999,36757,145,58.9,2,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
12450,26000,30,53.3,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
19300,19211,145,60.1,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
16093,4588,145,57.7,1,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
12300,22767,30,53.3,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
8632,51148,30,56.5,7,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
8952,42574,0,68.9,6,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
16801,38521,20,67.3,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
18001,2703,145,45.6,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
26215,7761,145,37.7,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
17699,31999,150,47.1,4,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
7620,70619,20,67.3,6,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
14442,11219,30,53.3,4,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
20990,5193,145,54.3,1,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
21998,14,145,57.7,1,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
11802,40886,30,53.3,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
11250,42760,150,58.9,3,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
16401,17980,150,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
15795,45390,165,44.1,5,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
15805,13886,145,54.3,1,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
18362,31984,200,40.4,4,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
13995,40000,145,60.1,2,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
23192,8494,145,49.6,1,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
19295,3000,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
21500,9884,145,62.8,1,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
17995,4150,145,57.7,1,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
24490,4879,150,37.2,1,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
11950,24782,30,53.3,4,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
12995,7738,145,74.3,3,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
20500,10000,145,60.1,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
6497,74700,0,88.3,6,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
19990,16452,150,60.1,2,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
11995,51260,30,53.3,4,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
21490,1192,145,46.3,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
27695,6100,145,32.8,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
9091,51058,0,74.3,5,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
13521,31869,150,67.3,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
19490,61,145,55.4,1,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
13981,33669,150,68.9,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
18151,11851,150,55.4,2,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
12242,37478,20,68.9,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
14867,19463,20,67.3,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
13298,9036,30,53.3,3,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
9119,70065,20,68.9,6,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
24250,4440,145,52.3,1,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
26950,5774,145,37.7,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
23250,23471,135,50.9514100806587,2,"Golf","Semi-Auto","Hybrid","VW","Golf","[0.0,1.5)"
20998,10,150,62.8,1,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
7625,51790,0,88.3,7,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
17390,21023,160,44.1,4,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
13950,18189,145,49.6,2,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
15450,32614,20,67.3,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
14990,15098,150,54.3,1,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
14990,15865,150,54.3,1,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
10540,24410,20,68.9,5,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
19798,10,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
17000,29357,20,67.3,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
16700,29507,145,47.1,5,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
30000,2489,150,32.8,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
24300,4782,150,37.2,1,"Golf","Manual","Petrol","VW","Golf","[1.8,2.1)"
18990,1272,145,54.3,1,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
16291,26317,20,67.3,4,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
20990,6800,145,52.3,1,"Golf","Semi-Auto","Diesel","VW","Golf","[1.8,2.1)"
17990,1404,145,47.9,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
26390,24505,150,37.7,1,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
16990,14151,150,67.3,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
21490,13075,0,65.6313997036025,3,"Golf","Semi-Auto","Hybrid","VW","Golf","[0.0,1.5)"
27500,100,145,44.8,0,"Golf","Semi-Auto","Hybrid","VW","Golf","[1.5,1.8)"
21980,20377,135,51.3334475453701,2,"Golf","Semi-Auto","Hybrid","VW","Golf","[0.0,1.5)"
22290,3521,145,43.5,0,"Golf","Semi-Auto","Petrol","VW","Golf","[1.5,1.8)"
13310,29374,0,72.4,4,"Golf","Semi-Auto","Diesel","VW","Golf","[1.5,1.8)"
12990,20436,145,54.3,3,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
10800,27350,30,53.3,5,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
8344,33020,125,53.3,7,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
19950,3543,145,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
13950,18186,150,55.4,3,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
11850,32013,0,74.3,3,"Golf","Manual","Diesel","VW","Golf","[1.5,1.8)"
30950,4000,135,48.372242833201,0,"Golf","Semi-Auto","Hybrid","VW","Golf","[0.0,1.5)"
12450,24290,145,67.3,3,"Golf","Manual","Diesel","VW","Golf","[1.8,2.1)"
12950,25816,0,65.7,4,"Golf","Semi-Auto","Petrol","VW","Golf","[0.0,1.5)"
21950,26661,150,44.8,2,"Golf","Semi-Auto","Petrol","VW","Golf","[1.8,2.1)"
11230,24770,30,53.3,5,"Golf","Manual","Petrol","VW","Golf","[0.0,1.5)"
17991,2506,150,47.1,1,"Golf","Manual","Petrol","VW","Golf","[1.5,1.8)"
